0,a,b,c
157800,3.4755,3.4663,3.4869
157900,3.4755,3.4663,3.4871
158000,3.4755,3.4665,3.4871
158100,3.4755,3.4664,3.4871
158200,3.4755,3.4666,3.4867
158300,3.4755,3.4667,3.4867
158400,3.4755,3.4667,3.4866
158500,3.4755,3.4667,3.4869
158600,3.4755,3.4666,3.4869
158700,3.4755,3.4667,3.4869
158800,3.4755,3.4668,3.4868
158900,3.4755,3.4667,3.4869
159000,3.4755,3.4669,3.4869
159100,3.4755,3.4669,3.4869
159200,3.4755,3.4669,3.4866
159300,3.4755,3.4668,3.4866
159400,3.4755,3.4669,3.4865
159500,3.4755,3.4668,3.4864
159600,3.4755,3.4668,3.4865
159700,3.4755,3.4668,3.4865
159800,3.4755,3.4669,3.4865
159900,3.4755,3.4669,3.4866
160000,3.4755,3.4668,3.4865
160100,3.4755,3.4668,3.4867
160200,3.4755,3.4668,3.4869
160300,3.4756,3.467,3.4869
160400,3.4756,3.467,3.4868
160500,3.4755,3.4671,3.4868
160600,3.4755,3.467,3.4869
160700,3.4755,3.4668,3.4867
160800,3.4755,3.4667,3.4867
160900,3.4755,3.4667,3.4866
161000,3.4755,3.4668,3.4865
161100,3.4755,3.4668,3.4866
161200,3.4755,3.467,3.4869
161300,3.4755,3.4669,3.4869
161400,3.4755,3.4668,3.4868
161500,3.4755,3.4668,3.4867
161600,3.4755,3.4668,3.4867
161700,3.4755,3.4668,3.4869
161800,3.4755,3.4669,3.4868
161900,3.4755,3.467,3.4868
162000,3.4755,3.4671,3.4867
162100,3.4755,3.467,3.4866
162200,3.4755,3.467,3.4864
162300,3.4755,3.4669,3.4863
162400,3.4755,3.4672,3.4865
162500,3.4755,3.4671,3.4865
162600,3.4755,3.467,3.4865
162700,3.4755,3.4669,3.4865
162800,3.4754,3.4668,3.4861
162900,3.4754,3.4669,3.4861
163000,3.4755,3.4669,3.4861
163100,3.4755,3.4668,3.4862
163200,3.4755,3.4668,3.4861
163300,3.4754,3.467,3.4859
163400,3.4754,3.4672,3.4859
163500,3.4754,3.4672,3.4855
163600,3.4754,3.4672,3.4856
163700,3.4754,3.4669,3.4855
163800,3.4755,3.4671,3.4852
163900,3.4755,3.467,3.4852
164000,3.4754,3.4668,3.4853
164100,3.4754,3.4668,3.4853
164200,3.4754,3.4669,3.4853
164300,3.4754,3.4673,3.4853
164400,3.4755,3.4673,3.4853
164500,3.4755,3.4674,3.4853
164600,3.4755,3.4673,3.4852
164700,3.4755,3.4675,3.4852
164800,3.4755,3.4674,3.4852
164900,3.4755,3.4675,3.4851
165000,3.4755,3.4673,3.4848
165100,3.4755,3.4673,3.4848
165200,3.4755,3.4674,3.4849
165300,3.4755,3.4675,3.4851
165400,3.4755,3.4674,3.485
165500,3.4755,3.4676,3.4851
165600,3.4755,3.4676,3.4849
165700,3.4755,3.4677,3.4846
165800,3.4755,3.4676,3.4847
165900,3.4755,3.4675,3.4849
166000,3.4755,3.4677,3.485
166100,3.4756,3.4679,3.485
166200,3.4755,3.4678,3.4852
166300,3.4755,3.4678,3.4852
166400,3.4755,3.4675,3.4853
166500,3.4755,3.4676,3.4854
166600,3.4755,3.4676,3.4855
166700,3.4755,3.4676,3.4855
166800,3.4756,3.4675,3.4857
166900,3.4756,3.4676,3.4858
167000,3.4756,3.4675,3.4859
167100,3.4755,3.4673,3.4858
167200,3.4755,3.4674,3.4855
167300,3.4755,3.4676,3.4857
167400,3.4755,3.4676,3.4856
167500,3.4755,3.4676,3.4857
167600,3.4755,3.4677,3.4858
167700,3.4755,3.4676,3.4858
167800,3.4755,3.4677,3.4854
167900,3.4755,3.4677,3.4855
168000,3.4756,3.4676,3.4858
168100,3.4755,3.4676,3.4858
168200,3.4755,3.4678,3.4858
168300,3.4755,3.4676,3.4857
168400,3.4755,3.4675,3.4855
168500,3.4755,3.4673,3.4855
168600,3.4755,3.4674,3.4853
168700,3.4755,3.4675,3.4851
168800,3.4755,3.4675,3.4851
168900,3.4755,3.4674,3.4851
169000,3.4755,3.4677,3.4849
169100,3.4755,3.4676,3.4848
169200,3.4756,3.4677,3.4848
169300,3.4756,3.4677,3.485
169400,3.4756,3.4677,3.4849
169500,3.4756,3.4677,3.4849
169600,3.4756,3.4675,3.4848
169700,3.4756,3.4675,3.4849
169800,3.4756,3.4674,3.4849
169900,3.4756,3.4675,3.485
170000,3.4756,3.4675,3.485
170100,3.4756,3.4673,3.4849
170200,3.4756,3.4673,3.485
170300,3.4756,3.4673,3.4846
170400,3.4756,3.4672,3.4848
170500,3.4756,3.4672,3.485
170600,3.4756,3.4672,3.4851
170700,3.4756,3.4672,3.4849
170800,3.4756,3.4668,3.4849
170900,3.4756,3.4667,3.4849
171000,3.4757,3.4671,3.4849
171100,3.4757,3.4672,3.4849
171200,3.4757,3.4672,3.4848
171300,3.4757,3.4673,3.4851
171400,3.4757,3.4673,3.4849
171500,3.4757,3.4673,3.4848
171600,3.4757,3.4671,3.4849
171700,3.4757,3.4672,3.4848
171800,3.4757,3.4674,3.4849
171900,3.4758,3.4672,3.4848
172000,3.4758,3.4672,3.4847
172100,3.4758,3.4672,3.4848
172200,3.4758,3.4671,3.4849
172300,3.4758,3.4672,3.4846
172400,3.4758,3.4673,3.4846
172500,3.4757,3.4673,3.4847
172600,3.4758,3.467,3.4849
172700,3.4758,3.4674,3.4849
172800,3.4758,3.4677,3.4849
172900,3.4758,3.4676,3.4851
173000,3.4758,3.4674,3.4848
173100,3.4758,3.4674,3.4849
173200,3.4758,3.4675,3.4851
173300,3.4758,3.4673,3.4851
173400,3.4758,3.4672,3.4852
173500,3.4758,3.4672,3.485
173600,3.4758,3.467,3.485
173700,3.4758,3.4669,3.4853
173800,3.4758,3.4668,3.4851
173900,3.4758,3.4671,3.4851
174000,3.4758,3.4671,3.4853
174100,3.4758,3.4671,3.4852
174200,3.4758,3.4672,3.4855
174300,3.4759,3.4671,3.4857
174400,3.4759,3.4672,3.4857
174500,3.4759,3.4671,3.4858
174600,3.4759,3.4671,3.4856
174700,3.4759,3.4671,3.4853
174800,3.4759,3.4672,3.4854
174900,3.4759,3.4673,3.4855
175000,3.4759,3.4674,3.4855
175100,3.4759,3.467,3.4855
175200,3.4759,3.4668,3.4854
175300,3.4759,3.4669,3.4856
175400,3.4759,3.4669,3.4857
175500,3.4759,3.4667,3.4855
175600,3.4759,3.4666,3.4856
175700,3.4759,3.4666,3.4855
175800,3.4759,3.4666,3.4855
175900,3.4759,3.4667,3.4855
176000,3.4759,3.4666,3.4854
176100,3.4759,3.4665,3.4853
176200,3.4759,3.4667,3.4853
176300,3.4759,3.4666,3.4854
176400,3.4759,3.4669,3.4855
176500,3.4759,3.467,3.4855
176600,3.4759,3.467,3.4854
176700,3.4759,3.467,3.4856
176800,3.4759,3.4673,3.4853
176900,3.4759,3.4674,3.4853
177000,3.4759,3.4674,3.4854
177100,3.4759,3.4677,3.4855
177200,3.4759,3.4676,3.4855
177300,3.4759,3.4676,3.4854
177400,3.4759,3.4678,3.4854
177500,3.4759,3.4681,3.4853
177600,3.4759,3.4682,3.4855
177700,3.4759,3.4682,3.4852
177800,3.4759,3.4683,3.4852
177900,3.4759,3.4683,3.4852
178000,3.4759,3.4684,3.4851
178100,3.4759,3.4682,3.4851
178200,3.4759,3.4681,3.4853
178300,3.4759,3.468,3.4851
178400,3.4759,3.4681,3.4851
178500,3.4759,3.4683,3.4852
178600,3.4759,3.4686,3.4852
178700,3.4759,3.4686,3.4852
178800,3.4759,3.4684,3.4852
178900,3.4759,3.4684,3.4853
179000,3.4759,3.4681,3.4853
179100,3.4759,3.468,3.4852
179200,3.4759,3.4681,3.4849
179300,3.4759,3.468,3.4848
179400,3.4759,3.4679,3.4849
179500,3.4759,3.4678,3.4848
179600,3.4759,3.4677,3.4848
179700,3.4759,3.4676,3.4849
179800,3.4759,3.4675,3.4846
179900,3.4759,3.4673,3.4846
180000,3.4759,3.4674,3.4844
180100,3.4759,3.4673,3.4844
180200,3.4759,3.4675,3.4845
180300,3.4759,3.4674,3.4843
180400,3.4759,3.4672,3.4846
180500,3.4759,3.4673,3.4845
180600,3.4759,3.4674,3.4844
180700,3.4759,3.4674,3.4844
180800,3.4759,3.4674,3.4844
180900,3.476,3.4674,3.4845
181000,3.476,3.4673,3.4844
181100,3.476,3.4672,3.4844
181200,3.476,3.4672,3.4844
181300,3.476,3.467,3.4844
181400,3.476,3.4671,3.4843
181500,3.476,3.4671,3.4841
181600,3.476,3.4671,3.4842
181700,3.476,3.467,3.484
181800,3.476,3.4671,3.4843
181900,3.476,3.4671,3.4842
182000,3.476,3.4672,3.4842
182100,3.476,3.4672,3.4842
182200,3.476,3.4675,3.4841
182300,3.476,3.4676,3.4842
182400,3.476,3.4674,3.4842
182500,3.476,3.4673,3.4841
182600,3.476,3.4673,3.4841
182700,3.476,3.4672,3.484
182800,3.476,3.4672,3.4839
182900,3.476,3.4673,3.484
183000,3.476,3.4672,3.4839
183100,3.476,3.4672,3.484
183200,3.476,3.4671,3.4839
183300,3.476,3.467,3.4839
183400,3.476,3.4671,3.4838
183500,3.476,3.467,3.4842
183600,3.476,3.4671,3.4839
183700,3.476,3.467,3.4838
183800,3.476,3.4672,3.4837
183900,3.476,3.4672,3.4837
184000,3.4761,3.4673,3.4837
184100,3.4761,3.4671,3.4837
184200,3.476,3.4672,3.4837
184300,3.4761,3.4672,3.4837
184400,3.476,3.4671,3.4835
184500,3.4761,3.467,3.4836
184600,3.4761,3.4671,3.4836
184700,3.4761,3.467,3.4839
184800,3.4761,3.4669,3.4837
184900,3.476,3.467,3.4839
185000,3.476,3.4671,3.4839
185100,3.476,3.467,3.4839
185200,3.476,3.467,3.4839
185300,3.476,3.467,3.4839
185400,3.476,3.467,3.4841
185500,3.476,3.4672,3.484
185600,3.476,3.4674,3.4841
185700,3.4761,3.4678,3.4841
185800,3.4761,3.4676,3.4842
185900,3.4761,3.4674,3.4841
186000,3.4761,3.4674,3.4842
186100,3.4761,3.4674,3.4842
186200,3.4761,3.4671,3.4842
186300,3.4761,3.4672,3.484
186400,3.4761,3.4672,3.4841
186500,3.4761,3.4673,3.4842
186600,3.4761,3.4672,3.4842
186700,3.4761,3.4673,3.4845
186800,3.4761,3.4673,3.4844
186900,3.4762,3.4676,3.4844
187000,3.4761,3.4676,3.4842
187100,3.4761,3.4678,3.4842
187200,3.4761,3.4678,3.4842
187300,3.4761,3.4678,3.4841
187400,3.4761,3.4677,3.4838
187500,3.4761,3.4678,3.4835
187600,3.4761,3.4679,3.4833
187700,3.4761,3.4679,3.4836
187800,3.4761,3.468,3.4834
187900,3.4762,3.4679,3.4835
188000,3.4762,3.4678,3.4835
188100,3.4762,3.4678,3.4835
188200,3.4762,3.4678,3.4834
188300,3.4761,3.4678,3.4836
188400,3.4762,3.4677,3.4838
188500,3.4762,3.4679,3.4838
188600,3.4762,3.4678,3.4838
188700,3.4762,3.4679,3.4839
188800,3.4762,3.4679,3.484
188900,3.4762,3.4678,3.484
189000,3.4761,3.468,3.4841
189100,3.4762,3.468,3.4839
189200,3.4762,3.4679,3.4839
189300,3.4762,3.4679,3.4839
189400,3.4761,3.4678,3.4837
189500,3.4762,3.4677,3.4837
189600,3.4761,3.4678,3.4836
189700,3.4762,3.468,3.4836
189800,3.4762,3.4679,3.4837
189900,3.4762,3.4679,3.4838
190000,3.4761,3.468,3.4837
190100,3.4762,3.468,3.484
190200,3.4762,3.468,3.4841
190300,3.4762,3.4681,3.484
190400,3.4762,3.4681,3.4838
190500,3.4762,3.4682,3.4837
190600,3.4762,3.4681,3.4837
190700,3.4762,3.4683,3.484
190800,3.4762,3.4682,3.4841
190900,3.4763,3.4683,3.4843
191000,3.4763,3.4684,3.4843
191100,3.4762,3.4683,3.4842
191200,3.4762,3.4683,3.4845
191300,3.4763,3.4685,3.4846
191400,3.4763,3.4685,3.4846
191500,3.4763,3.4686,3.4845
191600,3.4763,3.4686,3.4844
191700,3.4763,3.4685,3.4842
191800,3.4763,3.4686,3.4842
191900,3.4763,3.4686,3.4843
192000,3.4763,3.4686,3.4843
192100,3.4763,3.4686,3.4844
192200,3.4763,3.4682,3.4846
192300,3.4763,3.4682,3.4847
192400,3.4764,3.4683,3.4847
192500,3.4764,3.4683,3.4846
192600,3.4764,3.4687,3.4844
192700,3.4764,3.4687,3.4845
192800,3.4764,3.469,3.4846
192900,3.4764,3.4688,3.4847
193000,3.4764,3.4684,3.4848
193100,3.4764,3.4688,3.4848
193200,3.4764,3.469,3.4847
193300,3.4764,3.4692,3.4845
193400,3.4764,3.4692,3.4847
193500,3.4764,3.4691,3.4846
193600,3.4764,3.4691,3.4843
193700,3.4764,3.469,3.4844
193800,3.4764,3.469,3.4844
193900,3.4764,3.4692,3.4843
194000,3.4764,3.4692,3.4842
194100,3.4764,3.4693,3.4843
194200,3.4764,3.4693,3.4843
194300,3.4763,3.4693,3.4844
194400,3.4763,3.469,3.4843
194500,3.4763,3.4693,3.4843
194600,3.4764,3.4692,3.4842
194700,3.4764,3.4692,3.4842
194800,3.4764,3.4691,3.4843
194900,3.4764,3.4691,3.4844
195000,3.4764,3.4691,3.4846
195100,3.4764,3.4692,3.4844
195200,3.4764,3.4692,3.4844
195300,3.4764,3.4692,3.4844
195400,3.4764,3.4691,3.4842
195500,3.4764,3.4692,3.4842
195600,3.4764,3.4691,3.4846
195700,3.4764,3.4691,3.4844
195800,3.4764,3.4691,3.4844
195900,3.4764,3.4691,3.4843
196000,3.4764,3.4693,3.4846
196100,3.4764,3.4692,3.4846
196200,3.4765,3.4694,3.4846
196300,3.4765,3.4695,3.4848
196400,3.4765,3.4695,3.4848
196500,3.4765,3.4694,3.4847
196600,3.4765,3.4694,3.4846
196700,3.4765,3.4692,3.4846
196800,3.4764,3.4692,3.4846
196900,3.4764,3.4693,3.4848
197000,3.4764,3.4691,3.4849
197100,3.4765,3.4691,3.4848
197200,3.4765,3.4691,3.4848
197300,3.4765,3.4691,3.4848
197400,3.4765,3.4691,3.4848
197500,3.4765,3.4689,3.4848
197600,3.4765,3.4689,3.4847
197700,3.4765,3.4692,3.4847
197800,3.4765,3.4693,3.4848
197900,3.4765,3.4693,3.4848
198000,3.4765,3.4694,3.4848
198100,3.4765,3.4694,3.4847
198200,3.4766,3.4693,3.4846
198300,3.4765,3.4693,3.4847
198400,3.4766,3.4695,3.4848
198500,3.4766,3.4694,3.485
198600,3.4766,3.4693,3.485
198700,3.4766,3.4695,3.4849
198800,3.4766,3.4695,3.4849
198900,3.4766,3.4695,3.4851
199000,3.4766,3.4695,3.485
199100,3.4766,3.4693,3.4851
199200,3.4766,3.4691,3.4852
199300,3.4766,3.469,3.4851
199400,3.4766,3.469,3.4852
199500,3.4766,3.4688,3.4851
199600,3.4766,3.4691,3.4851
199700,3.4766,3.469,3.4853
199800,3.4766,3.4689,3.4852
199900,3.4766,3.469,3.4851
200000,3.4766,3.4691,3.485
200100,3.4766,3.4693,3.485
200200,3.4766,3.4695,3.4851
200300,3.4766,3.4695,3.485
200400,3.4767,3.4695,3.4851
200500,3.4767,3.4696,3.4852
200600,3.4767,3.4695,3.4851
200700,3.4767,3.4695,3.4851
200800,3.4767,3.4693,3.4852
200900,3.4767,3.4694,3.4853
201000,3.4767,3.4694,3.4853
201100,3.4767,3.4694,3.4853
201200,3.4767,3.4694,3.4855
201300,3.4767,3.4692,3.4855
201400,3.4768,3.4691,3.4857
201500,3.4768,3.469,3.4857
201600,3.4768,3.469,3.4859
201700,3.4768,3.4687,3.4859
201800,3.4768,3.4688,3.4861
201900,3.4768,3.4688,3.486
202000,3.4768,3.4689,3.486
202100,3.4768,3.4689,3.4859
202200,3.4768,3.469,3.4859
202300,3.4768,3.469,3.4859
202400,3.4768,3.469,3.4859
202500,3.4768,3.4689,3.4859
202600,3.4768,3.469,3.4859
202700,3.4768,3.4692,3.4859
202800,3.4768,3.4692,3.4858
202900,3.4768,3.4693,3.4857
203000,3.4768,3.4695,3.4856
203100,3.4768,3.4694,3.4856
203200,3.4768,3.4693,3.4854
203300,3.4767,3.4692,3.4854
203400,3.4768,3.4693,3.4853
203500,3.4768,3.4693,3.4853
203600,3.4768,3.4693,3.4852
203700,3.4768,3.4696,3.4853
203800,3.4768,3.4697,3.4853
203900,3.4768,3.4699,3.4853
204000,3.4768,3.4697,3.4853
204100,3.4768,3.4697,3.4853
204200,3.4768,3.4698,3.4855
204300,3.4768,3.4698,3.4854
204400,3.4768,3.4698,3.4855
204500,3.4768,3.4697,3.4855
204600,3.4768,3.4698,3.4855
204700,3.4768,3.4697,3.4853
204800,3.4768,3.4696,3.4853
204900,3.4768,3.4698,3.4852
205000,3.4768,3.4697,3.4853
205100,3.4768,3.4696,3.4851
205200,3.4768,3.4696,3.4852
205300,3.4767,3.4697,3.4853
205400,3.4767,3.4699,3.4852
205500,3.4768,3.4699,3.4853
205600,3.4768,3.4699,3.4854
205700,3.4768,3.4699,3.4855
205800,3.4768,3.4701,3.4855
205900,3.4768,3.4702,3.4856
206000,3.4768,3.4704,3.4856
206100,3.4768,3.4703,3.4857
206200,3.4768,3.4705,3.4859
206300,3.4768,3.4703,3.4859
206400,3.4768,3.4704,3.4857
206500,3.4768,3.4702,3.4857
206600,3.4768,3.4701,3.4856
206700,3.4768,3.4701,3.4856
206800,3.4768,3.4701,3.4858
206900,3.4768,3.4703,3.4858
207000,3.4769,3.4705,3.4858
207100,3.4769,3.4702,3.4857
207200,3.4768,3.4699,3.4857
207300,3.4768,3.4699,3.4858
207400,3.4768,3.4699,3.4858
207500,3.4769,3.47,3.4861
207600,3.4769,3.4702,3.4859
207700,3.4769,3.4702,3.4859
207800,3.4769,3.4699,3.486
207900,3.4769,3.4698,3.4862
208000,3.4769,3.4698,3.4863
208100,3.4769,3.4698,3.4865
208200,3.4769,3.4698,3.4865
208300,3.4769,3.4699,3.4865
208400,3.4769,3.47,3.4863
208500,3.477,3.4703,3.4864
208600,3.477,3.4702,3.4864
208700,3.477,3.4703,3.4863
208800,3.477,3.4703,3.4864
208900,3.477,3.4702,3.4865
209000,3.477,3.4701,3.4863
209100,3.477,3.4701,3.4865
209200,3.477,3.47,3.4865
209300,3.477,3.47,3.4864
209400,3.477,3.4702,3.4864
209500,3.477,3.4702,3.4864
209600,3.477,3.4701,3.4863
209700,3.477,3.4702,3.4861
209800,3.477,3.4703,3.4863
209900,3.477,3.4702,3.4863
210000,3.477,3.4703,3.4864
210100,3.477,3.4702,3.4862
210200,3.477,3.4703,3.4864
210300,3.477,3.4704,3.4866
210400,3.477,3.4704,3.4866
210500,3.477,3.4703,3.4867
210600,3.477,3.4704,3.4869
210700,3.477,3.4702,3.4868
210800,3.477,3.4702,3.4866
210900,3.477,3.47,3.4866
211000,3.477,3.4699,3.4868
211100,3.477,3.4699,3.4867
211200,3.477,3.47,3.4869
211300,3.477,3.4698,3.4869
211400,3.4771,3.47,3.4869
211500,3.4771,3.4699,3.4868
211600,3.4771,3.47,3.4867
211700,3.4771,3.47,3.4867
211800,3.4771,3.47,3.4868
211900,3.4771,3.4703,3.4866
212000,3.4771,3.4705,3.4866
212100,3.4771,3.4705,3.4865
212200,3.4771,3.4704,3.4863
212300,3.4771,3.47,3.4861
212400,3.4771,3.4699,3.4861
212500,3.4771,3.4701,3.486
212600,3.4771,3.4701,3.4861
212700,3.4771,3.4702,3.4859
212800,3.4771,3.4699,3.4856
212900,3.4771,3.4699,3.4857
213000,3.4771,3.4699,3.4858
213100,3.4771,3.4699,3.4858
213200,3.4771,3.4699,3.4857
213300,3.4771,3.4698,3.4855
213400,3.4771,3.4697,3.4856
213500,3.4771,3.4697,3.4856
213600,3.4771,3.4696,3.4855
213700,3.4771,3.4696,3.4852
213800,3.4771,3.4697,3.4852
213900,3.4771,3.4697,3.4853
214000,3.4771,3.4695,3.4851
214100,3.4771,3.4696,3.4853
214200,3.4771,3.4697,3.4851
214300,3.4771,3.4698,3.4853
214400,3.4771,3.4699,3.4856
214500,3.4771,3.4701,3.4855
214600,3.4772,3.4701,3.4857
214700,3.4771,3.4702,3.4855
214800,3.4771,3.4704,3.4855
214900,3.4771,3.4703,3.4856
215000,3.4772,3.4701,3.4855
215100,3.4772,3.4702,3.4854
215200,3.4772,3.4702,3.4853
215300,3.4772,3.4701,3.4853
215400,3.4772,3.4701,3.4852
215500,3.4771,3.47,3.4849
215600,3.4772,3.4701,3.4851
215700,3.4772,3.4701,3.4851
215800,3.4772,3.47,3.4851
215900,3.4772,3.4699,3.4853
216000,3.4771,3.4699,3.4853
216100,3.4772,3.47,3.4853
216200,3.4772,3.47,3.4852
216300,3.4772,3.47,3.485
216400,3.4772,3.4702,3.4851
216500,3.4772,3.4702,3.4851
216600,3.4772,3.4702,3.4854
216700,3.4772,3.4703,3.4856
216800,3.4772,3.4701,3.4855
216900,3.4772,3.47,3.4855
217000,3.4772,3.47,3.4855
217100,3.4772,3.47,3.4855
217200,3.4772,3.4699,3.4859
217300,3.4772,3.47,3.4861
217400,3.4772,3.4699,3.486
217500,3.4772,3.4699,3.4858
217600,3.4772,3.4699,3.4858
217700,3.4772,3.4701,3.4858
217800,3.4772,3.4701,3.4857
217900,3.4772,3.4701,3.486
218000,3.4772,3.4701,3.4859
218100,3.4772,3.4701,3.4859
218200,3.4772,3.4701,3.4858
218300,3.4772,3.4701,3.4856
218400,3.4772,3.4702,3.4857
218500,3.4772,3.4704,3.4855
218600,3.4772,3.4705,3.4855
218700,3.4772,3.4705,3.4856
218800,3.4772,3.4706,3.4858
218900,3.4772,3.4705,3.486
219000,3.4772,3.4701,3.4861
219100,3.4772,3.4701,3.4861
219200,3.4772,3.4702,3.4859
219300,3.4772,3.4701,3.486
219400,3.4772,3.4701,3.4859
219500,3.4772,3.4701,3.4858
219600,3.4772,3.4701,3.4858
219700,3.4772,3.4702,3.4857
219800,3.4772,3.4701,3.4857
219900,3.4772,3.4702,3.4857
220000,3.4772,3.4703,3.4856
220100,3.4772,3.4702,3.4854
220200,3.4772,3.4703,3.4855
220300,3.4772,3.4701,3.4857
220400,3.4772,3.4701,3.4858
220500,3.4772,3.4699,3.4857
220600,3.4772,3.4699,3.4856
220700,3.4772,3.4699,3.4856
220800,3.4773,3.4701,3.4858
220900,3.4773,3.4701,3.4859
221000,3.4773,3.4701,3.4858
221100,3.4773,3.4701,3.4859
221200,3.4773,3.47,3.4857
221300,3.4773,3.4698,3.4857
221400,3.4773,3.4701,3.4857
221500,3.4773,3.4701,3.4858
221600,3.4772,3.4699,3.4857
221700,3.4772,3.4698,3.4858
221800,3.4772,3.4699,3.4857
221900,3.4772,3.4699,3.4857
222000,3.4772,3.4697,3.4859
222100,3.4772,3.4698,3.4859
222200,3.4772,3.4698,3.4859
222300,3.4772,3.4699,3.4858
222400,3.4773,3.4699,3.4857
222500,3.4773,3.4699,3.4857
222600,3.4773,3.47,3.4857
222700,3.4773,3.4701,3.4856
222800,3.4773,3.4702,3.4854
222900,3.4773,3.4703,3.4852
223000,3.4773,3.4703,3.4853
223100,3.4773,3.4703,3.4852
223200,3.4773,3.4703,3.4851
223300,3.4773,3.4702,3.4851
223400,3.4773,3.47,3.4851
223500,3.4773,3.4701,3.4851
223600,3.4773,3.4702,3.485
223700,3.4773,3.4702,3.4851
223800,3.4773,3.4703,3.4852
223900,3.4773,3.4703,3.4852
224000,3.4773,3.4703,3.4851
224100,3.4773,3.4704,3.4853
224200,3.4773,3.4704,3.4853
224300,3.4773,3.4704,3.4853
224400,3.4773,3.4704,3.4853
224500,3.4773,3.4705,3.4853
224600,3.4773,3.4705,3.4856
224700,3.4773,3.4703,3.4855
224800,3.4773,3.4705,3.4854
224900,3.4773,3.4704,3.4856
225000,3.4773,3.4703,3.4855
225100,3.4773,3.4703,3.4855
225200,3.4773,3.4703,3.4854
225300,3.4773,3.4705,3.4851
225400,3.4773,3.4706,3.4852
225500,3.4773,3.4705,3.4854
225600,3.4773,3.4705,3.4854
225700,3.4773,3.4705,3.4854
225800,3.4773,3.4705,3.4853
225900,3.4773,3.4705,3.4854
226000,3.4773,3.4704,3.4854
226100,3.4773,3.4705,3.4856
226200,3.4773,3.4704,3.4855
226300,3.4773,3.4705,3.4854
226400,3.4773,3.4704,3.4856
226500,3.4773,3.4704,3.4856
226600,3.4773,3.4703,3.4855
226700,3.4773,3.4704,3.4855
226800,3.4773,3.4705,3.4855
226900,3.4774,3.4703,3.4854
227000,3.4774,3.4704,3.4854
227100,3.4774,3.4705,3.4856
227200,3.4774,3.4704,3.4856
227300,3.4774,3.4702,3.4854
227400,3.4774,3.4703,3.4853
227500,3.4774,3.4704,3.4854
227600,3.4774,3.4705,3.4856
227700,3.4774,3.4703,3.4856
227800,3.4774,3.4705,3.4854
227900,3.4774,3.4706,3.4854
228000,3.4774,3.4706,3.4853
228100,3.4774,3.4707,3.4853
228200,3.4775,3.4707,3.4852
228300,3.4775,3.4706,3.4854
228400,3.4775,3.4707,3.4855
228500,3.4775,3.4706,3.4852
228600,3.4775,3.4705,3.4852
228700,3.4775,3.4703,3.4851
228800,3.4775,3.4703,3.485
228900,3.4775,3.4702,3.4851
229000,3.4775,3.4701,3.485
229100,3.4775,3.4703,3.4851
229200,3.4775,3.4702,3.4852
229300,3.4775,3.4703,3.4853
229400,3.4775,3.4704,3.4853
229500,3.4775,3.4705,3.485
229600,3.4775,3.4706,3.485
229700,3.4774,3.4707,3.4848
229800,3.4774,3.4707,3.4847
229900,3.4774,3.4707,3.4847
230000,3.4775,3.4707,3.4848
230100,3.4775,3.4707,3.4849
230200,3.4775,3.4706,3.4848
230300,3.4775,3.4707,3.4848
230400,3.4775,3.4706,3.4848
230500,3.4775,3.4706,3.4848
230600,3.4775,3.4708,3.4849
230700,3.4775,3.4708,3.4848
230800,3.4775,3.4708,3.485
230900,3.4775,3.4709,3.4851
231000,3.4775,3.4709,3.4851
231100,3.4775,3.4709,3.4851
231200,3.4775,3.471,3.4851
231300,3.4775,3.4711,3.4851
231400,3.4775,3.471,3.485
231500,3.4775,3.4711,3.4849
231600,3.4775,3.4711,3.4848
231700,3.4776,3.4711,3.4848
231800,3.4776,3.4713,3.4849
231900,3.4776,3.4713,3.4849
232000,3.4776,3.4712,3.4846
232100,3.4776,3.4712,3.4847
232200,3.4776,3.4712,3.4847
232300,3.4776,3.4713,3.4848
232400,3.4776,3.4713,3.4848
232500,3.4776,3.4713,3.4848
232600,3.4776,3.4714,3.4848
232700,3.4776,3.4713,3.4848
232800,3.4776,3.4712,3.4848
232900,3.4776,3.4712,3.4849
233000,3.4776,3.4714,3.4849
233100,3.4776,3.4713,3.4848
233200,3.4776,3.4713,3.4847
233300,3.4776,3.4713,3.4846
233400,3.4776,3.4713,3.4848
233500,3.4776,3.4713,3.4848
233600,3.4776,3.4714,3.4848
233700,3.4776,3.4715,3.4847
233800,3.4776,3.4714,3.4845
233900,3.4776,3.4713,3.4844
234000,3.4776,3.4712,3.4842
234100,3.4776,3.4712,3.4842
234200,3.4776,3.4712,3.4844
234300,3.4776,3.4711,3.4843
234400,3.4776,3.4709,3.4842
234500,3.4776,3.471,3.4844
234600,3.4776,3.471,3.4845
234700,3.4777,3.4711,3.4844
234800,3.4777,3.471,3.4845
234900,3.4777,3.4708,3.4844
235000,3.4777,3.4708,3.4846
235100,3.4777,3.471,3.4847
235200,3.4777,3.471,3.4848
235300,3.4777,3.4709,3.4849
235400,3.4777,3.471,3.4849
235500,3.4777,3.471,3.485
235600,3.4777,3.471,3.4848
235700,3.4777,3.4708,3.4847
235800,3.4777,3.4709,3.4846
235900,3.4777,3.4708,3.4847
236000,3.4777,3.4708,3.4847
236100,3.4777,3.4709,3.4848
236200,3.4777,3.4708,3.4846
236300,3.4777,3.4709,3.4847
236400,3.4777,3.4709,3.4846
236500,3.4777,3.4709,3.4847
