0,a,b,c
473200,3.4807,3.4777,3.4834
473300,3.4807,3.4778,3.4834
473400,3.4807,3.4778,3.4834
473500,3.4807,3.4778,3.4832
473600,3.4807,3.4777,3.4832
473700,3.4807,3.4777,3.4832
473800,3.4807,3.4777,3.4831
473900,3.4807,3.4778,3.4831
474000,3.4807,3.4778,3.4831
474100,3.4807,3.4778,3.4831
474200,3.4807,3.4777,3.4831
474300,3.4807,3.4778,3.483
474400,3.4807,3.4778,3.483
474500,3.4807,3.4779,3.483
474600,3.4807,3.4779,3.483
474700,3.4807,3.478,3.483
474800,3.4807,3.478,3.483
474900,3.4807,3.478,3.483
475000,3.4807,3.478,3.483
475100,3.4807,3.478,3.483
475200,3.4807,3.4781,3.483
475300,3.4807,3.478,3.483
475400,3.4807,3.478,3.4829
475500,3.4807,3.478,3.4829
475600,3.4807,3.478,3.483
475700,3.4807,3.478,3.483
475800,3.4807,3.4781,3.483
475900,3.4807,3.4781,3.4829
476000,3.4807,3.478,3.483
476100,3.4807,3.478,3.4829
476200,3.4807,3.4779,3.483
476300,3.4807,3.4779,3.483
476400,3.4807,3.4779,3.4829
476500,3.4807,3.478,3.4829
476600,3.4807,3.478,3.4829
476700,3.4807,3.4781,3.4829
476800,3.4807,3.4782,3.4829
476900,3.4807,3.4782,3.483
477000,3.4807,3.4782,3.4829
477100,3.4807,3.4782,3.4829
477200,3.4807,3.4782,3.483
477300,3.4807,3.4781,3.483
477400,3.4807,3.4782,3.483
477500,3.4807,3.4782,3.4831
477600,3.4807,3.4782,3.4831
477700,3.4807,3.4782,3.4832
477800,3.4807,3.4782,3.4832
477900,3.4807,3.4781,3.4831
478000,3.4807,3.4783,3.4831
478100,3.4807,3.4783,3.4831
478200,3.4807,3.4783,3.483
478300,3.4807,3.4783,3.4831
478400,3.4807,3.4784,3.4831
478500,3.4807,3.4783,3.4832
478600,3.4807,3.4783,3.4831
478700,3.4807,3.4783,3.483
478800,3.4807,3.4783,3.483
478900,3.4807,3.4783,3.483
479000,3.4807,3.4783,3.4829
479100,3.4807,3.4783,3.4829
479200,3.4807,3.4784,3.4828
479300,3.4807,3.4783,3.4828
479400,3.4807,3.4783,3.4828
479500,3.4807,3.4783,3.4827
479600,3.4807,3.4784,3.4827
479700,3.4807,3.4785,3.4827
479800,3.4807,3.4785,3.4827
479900,3.4807,3.4785,3.4826
480000,3.4807,3.4786,3.4827
480100,3.4807,3.4785,3.4827
480200,3.4807,3.4786,3.4827
480300,3.4807,3.4786,3.4827
480400,3.4807,3.4785,3.4828
480500,3.4807,3.4785,3.4827
480600,3.4807,3.4785,3.4828
480700,3.4807,3.4786,3.4828
480800,3.4807,3.4786,3.4829
480900,3.4807,3.4785,3.4829
481000,3.4807,3.4785,3.4829
481100,3.4807,3.4785,3.483
481200,3.4807,3.4784,3.483
481300,3.4807,3.4784,3.483
481400,3.4807,3.4784,3.483
481500,3.4807,3.4784,3.483
481600,3.4807,3.4784,3.4829
481700,3.4807,3.4785,3.4829
481800,3.4807,3.4785,3.4828
481900,3.4807,3.4785,3.4827
482000,3.4807,3.4785,3.4826
482100,3.4807,3.4785,3.4826
482200,3.4807,3.4785,3.4827
482300,3.4807,3.4786,3.4827
482400,3.4807,3.4785,3.4827
482500,3.4807,3.4785,3.4828
482600,3.4807,3.4784,3.4828
482700,3.4807,3.4784,3.4828
482800,3.4807,3.4783,3.4827
482900,3.4807,3.4783,3.4827
483000,3.4807,3.4783,3.4826
483100,3.4807,3.4783,3.4827
483200,3.4807,3.4783,3.4827
483300,3.4807,3.4783,3.4828
483400,3.4807,3.4784,3.4828
483500,3.4807,3.4784,3.4829
483600,3.4807,3.4783,3.4829
483700,3.4807,3.4782,3.4829
483800,3.4807,3.4782,3.4829
483900,3.4807,3.4783,3.483
484000,3.4807,3.4783,3.4829
484100,3.4807,3.4783,3.4829
484200,3.4807,3.4783,3.483
484300,3.4807,3.4783,3.4829
484400,3.4807,3.4783,3.483
484500,3.4807,3.4783,3.4829
484600,3.4807,3.4783,3.483
484700,3.4807,3.4783,3.483
484800,3.4807,3.4783,3.4829
484900,3.4807,3.4782,3.4828
485000,3.4807,3.4783,3.4828
485100,3.4807,3.4783,3.4828
485200,3.4807,3.4783,3.4829
485300,3.4807,3.4785,3.4829
485400,3.4807,3.4783,3.4829
485500,3.4807,3.4784,3.4829
485600,3.4807,3.4784,3.4829
485700,3.4807,3.4783,3.4828
485800,3.4807,3.4784,3.4828
485900,3.4807,3.4784,3.4827
486000,3.4807,3.4784,3.4827
486100,3.4807,3.4784,3.4826
486200,3.4807,3.4784,3.4827
486300,3.4807,3.4784,3.4827
486400,3.4807,3.4783,3.4827
486500,3.4807,3.4782,3.4827
486600,3.4807,3.4783,3.4827
486700,3.4807,3.4783,3.4826
486800,3.4807,3.4783,3.4826
486900,3.4807,3.4783,3.4827
487000,3.4807,3.4784,3.4826
487100,3.4807,3.4785,3.4825
487200,3.4807,3.4784,3.4825
487300,3.4807,3.4785,3.4825
487400,3.4807,3.4784,3.4825
487500,3.4807,3.4784,3.4825
487600,3.4807,3.4784,3.4825
487700,3.4807,3.4785,3.4825
487800,3.4807,3.4785,3.4824
487900,3.4807,3.4785,3.4825
488000,3.4807,3.4785,3.4824
488100,3.4807,3.4785,3.4825
488200,3.4807,3.4785,3.4826
488300,3.4807,3.4785,3.4825
488400,3.4807,3.4786,3.4825
488500,3.4807,3.4786,3.4825
488600,3.4807,3.4786,3.4826
488700,3.4807,3.4786,3.4826
488800,3.4807,3.4785,3.4825
488900,3.4807,3.4786,3.4825
489000,3.4807,3.4785,3.4825
489100,3.4807,3.4785,3.4825
489200,3.4807,3.4784,3.4825
489300,3.4807,3.4783,3.4825
489400,3.4807,3.4783,3.4826
489500,3.4807,3.4784,3.4826
489600,3.4807,3.4784,3.4827
489700,3.4807,3.4784,3.4827
489800,3.4807,3.4785,3.4827
489900,3.4807,3.4785,3.4828
490000,3.4807,3.4784,3.4827
490100,3.4807,3.4784,3.4827
490200,3.4807,3.4784,3.4827
490300,3.4807,3.4784,3.4826
490400,3.4807,3.4783,3.4826
490500,3.4807,3.4783,3.4825
490600,3.4807,3.4783,3.4825
490700,3.4807,3.4783,3.4825
490800,3.4807,3.4782,3.4826
490900,3.4807,3.4783,3.4826
491000,3.4807,3.4782,3.4825
491100,3.4807,3.4783,3.4825
491200,3.4807,3.4783,3.4825
491300,3.4807,3.4783,3.4825
491400,3.4807,3.4782,3.4824
491500,3.4807,3.4783,3.4824
491600,3.4807,3.4783,3.4824
491700,3.4807,3.4784,3.4823
491800,3.4807,3.4785,3.4823
491900,3.4807,3.4785,3.4823
492000,3.4807,3.4784,3.4823
492100,3.4807,3.4784,3.4822
492200,3.4807,3.4784,3.4822
492300,3.4807,3.4785,3.4823
492400,3.4807,3.4785,3.4822
492500,3.4807,3.4785,3.4822
492600,3.4807,3.4785,3.4822
492700,3.4807,3.4785,3.4822
492800,3.4807,3.4784,3.4823
492900,3.4807,3.4784,3.4822
493000,3.4807,3.4784,3.4823
493100,3.4807,3.4784,3.4823
493200,3.4807,3.4784,3.4822
493300,3.4807,3.4783,3.4822
493400,3.4807,3.4783,3.4822
493500,3.4807,3.4784,3.4822
493600,3.4807,3.4784,3.4822
493700,3.4807,3.4784,3.4822
493800,3.4807,3.4785,3.4823
493900,3.4807,3.4785,3.4822
494000,3.4807,3.4786,3.4822
494100,3.4807,3.4785,3.4822
494200,3.4807,3.4785,3.4822
494300,3.4807,3.4785,3.4822
494400,3.4807,3.4785,3.4822
494500,3.4807,3.4785,3.4822
494600,3.4807,3.4785,3.4822
494700,3.4807,3.4786,3.4823
494800,3.4807,3.4786,3.4822
494900,3.4807,3.4787,3.4823
495000,3.4807,3.4787,3.4823
495100,3.4807,3.4787,3.4823
495200,3.4807,3.4786,3.4823
495300,3.4807,3.4787,3.4823
495400,3.4807,3.4787,3.4822
495500,3.4808,3.4785,3.4823
495600,3.4808,3.4786,3.4823
495700,3.4807,3.4786,3.4823
495800,3.4808,3.4786,3.4823
495900,3.4808,3.4786,3.4823
496000,3.4808,3.4786,3.4823
496100,3.4808,3.4785,3.4823
496200,3.4808,3.4785,3.4823
496300,3.4808,3.4786,3.4823
496400,3.4808,3.4785,3.4823
496500,3.4808,3.4786,3.4823
496600,3.4808,3.4786,3.4822
496700,3.4808,3.4785,3.4821
496800,3.4807,3.4786,3.4822
496900,3.4808,3.4786,3.4822
497000,3.4808,3.4786,3.4822
497100,3.4808,3.4786,3.4821
497200,3.4808,3.4786,3.4822
497300,3.4808,3.4786,3.4823
497400,3.4808,3.4787,3.4822
497500,3.4808,3.4786,3.4822
497600,3.4808,3.4787,3.4822
497700,3.4807,3.4787,3.4822
497800,3.4807,3.4786,3.4823
497900,3.4807,3.4785,3.4823
498000,3.4807,3.4786,3.4823
498100,3.4807,3.4786,3.4823
498200,3.4807,3.4786,3.4822
498300,3.4807,3.4786,3.4822
498400,3.4807,3.4786,3.4823
498500,3.4807,3.4786,3.4824
498600,3.4807,3.4786,3.4824
498700,3.4807,3.4787,3.4824
498800,3.4807,3.4787,3.4824
498900,3.4807,3.4787,3.4824
499000,3.4807,3.4787,3.4823
499100,3.4807,3.4787,3.4823
499200,3.4807,3.4785,3.4822
499300,3.4807,3.4786,3.4822
499400,3.4807,3.4786,3.4822
499500,3.4807,3.4787,3.4822
499600,3.4807,3.4787,3.4822
499700,3.4807,3.4787,3.4822
499800,3.4807,3.4788,3.4822
499900,3.4807,3.4787,3.4822
500000,3.4807,3.4788,3.4821
500100,3.4807,3.4787,3.4821
500200,3.4807,3.4787,3.4821
500300,3.4807,3.4787,3.482
500400,3.4807,3.4788,3.4821
500500,3.4807,3.4788,3.4821
500600,3.4807,3.4788,3.4822
500700,3.4808,3.4788,3.4822
500800,3.4808,3.4789,3.4822
500900,3.4808,3.4788,3.4822
501000,3.4808,3.4788,3.4821
501100,3.4808,3.4788,3.4821
501200,3.4808,3.4787,3.4821
501300,3.4807,3.4787,3.4822
501400,3.4808,3.4787,3.4822
501500,3.4808,3.4787,3.4822
501600,3.4808,3.4787,3.4822
501700,3.4808,3.4787,3.4822
501800,3.4808,3.4787,3.4822
501900,3.4808,3.4787,3.4821
502000,3.4808,3.4787,3.4822
502100,3.4807,3.4788,3.4821
502200,3.4807,3.4787,3.4822
502300,3.4807,3.4787,3.4822
502400,3.4808,3.4788,3.4822
502500,3.4808,3.4788,3.4822
502600,3.4808,3.4788,3.4822
502700,3.4808,3.4788,3.4822
502800,3.4808,3.4787,3.4822
502900,3.4808,3.4787,3.4822
503000,3.4807,3.4787,3.4822
503100,3.4808,3.4788,3.4822
503200,3.4807,3.4788,3.4823
503300,3.4808,3.4788,3.4822
503400,3.4808,3.4789,3.4823
503500,3.4808,3.4789,3.4823
503600,3.4807,3.479,3.4823
503700,3.4807,3.4789,3.4823
503800,3.4808,3.4788,3.4822
503900,3.4807,3.4788,3.4823
504000,3.4808,3.4788,3.4823
504100,3.4808,3.4787,3.4822
504200,3.4808,3.4787,3.4822
504300,3.4807,3.4787,3.4821
504400,3.4807,3.4788,3.4821
504500,3.4807,3.4788,3.4821
504600,3.4807,3.4788,3.4821
504700,3.4807,3.4787,3.4821
504771,3.4807,3.4787,3.4822
504800,3.4807,3.4787,3.4822
504900,3.4807,3.4787,3.4822
505000,3.4807,3.4787,3.4822
505100,3.4807,3.4787,3.4822
505200,3.4807,3.4787,3.4821
505300,3.4807,3.4788,3.4822
505400,3.4807,3.4788,3.4822
505500,3.4807,3.4788,3.4822
505600,3.4807,3.4788,3.4822
505700,3.4807,3.4788,3.4822
505800,3.4807,3.4788,3.4822
505900,3.4808,3.4787,3.4821
506000,3.4808,3.4788,3.4821
506100,3.4807,3.4788,3.4821
506200,3.4807,3.4787,3.4821
506300,3.4807,3.4787,3.4821
506400,3.4807,3.4787,3.4821
506500,3.4807,3.4788,3.4821
506600,3.4807,3.4787,3.4821
506700,3.4807,3.4788,3.4822
506800,3.4807,3.4788,3.4822
506900,3.4808,3.4789,3.4822
507000,3.4808,3.4788,3.4823
507100,3.4808,3.4788,3.4823
507200,3.4808,3.4788,3.4824
507300,3.4808,3.4789,3.4823
507400,3.4808,3.479,3.4823
507500,3.4808,3.4789,3.4823
507600,3.4808,3.4788,3.4824
507700,3.4808,3.4789,3.4824
507800,3.4808,3.4789,3.4824
507900,3.4808,3.479,3.4824
508000,3.4808,3.4789,3.4825
508100,3.4808,3.479,3.4825
508200,3.4808,3.4789,3.4825
508300,3.4808,3.479,3.4824
508400,3.4808,3.479,3.4824
508500,3.4808,3.4789,3.4824
508600,3.4808,3.4789,3.4824
508700,3.4808,3.4789,3.4824
508800,3.4808,3.4788,3.4823
508900,3.4808,3.4788,3.4824
509000,3.4808,3.4788,3.4824
509100,3.4808,3.4789,3.4824
509200,3.4808,3.4789,3.4825
509300,3.4808,3.4789,3.4825
509400,3.4808,3.479,3.4825
509500,3.4808,3.479,3.4825
509600,3.4808,3.4791,3.4825
509700,3.4808,3.4792,3.4825
509800,3.4808,3.4792,3.4825
509900,3.4808,3.4791,3.4824
510000,3.4808,3.4792,3.4824
510100,3.4808,3.4792,3.4824
510200,3.4808,3.4793,3.4825
510300,3.4808,3.4791,3.4825
510400,3.4808,3.4791,3.4825
510500,3.4808,3.4791,3.4824
510600,3.4808,3.4791,3.4823
510700,3.4808,3.4791,3.4823
510800,3.4808,3.4792,3.4822
510900,3.4808,3.4791,3.4822
511000,3.4808,3.4792,3.4822
511100,3.4808,3.4791,3.4822
511200,3.4808,3.4792,3.4822
511300,3.4808,3.4793,3.4822
511400,3.4808,3.4792,3.4821
511500,3.4808,3.4792,3.4821
511600,3.4808,3.4792,3.4823
511700,3.4808,3.4792,3.4823
511800,3.4808,3.4792,3.4824
511900,3.4808,3.4792,3.4823
512000,3.4808,3.4793,3.4823
512100,3.4808,3.4794,3.4823
512200,3.4808,3.4793,3.4823
512300,3.4808,3.4794,3.4824
512400,3.4808,3.4793,3.4823
512500,3.4808,3.4793,3.4824
512600,3.4808,3.4793,3.4823
512700,3.4808,3.4793,3.4823
512800,3.4808,3.4793,3.4822
512900,3.4808,3.4793,3.4822
513000,3.4808,3.4792,3.4822
513100,3.4808,3.4793,3.4822
513200,3.4808,3.4794,3.4822
513300,3.4808,3.4794,3.4822
513400,3.4808,3.4794,3.4822
513500,3.4808,3.4792,3.4821
513600,3.4808,3.4792,3.4821
513700,3.4808,3.4792,3.4821
513800,3.4808,3.4792,3.4821
513900,3.4808,3.4792,3.4821
514000,3.4808,3.4792,3.4822
514100,3.4808,3.4792,3.4822
514200,3.4808,3.4792,3.4822
514300,3.4808,3.4792,3.4821
514400,3.4808,3.4792,3.4821
514500,3.4808,3.4792,3.4821
514600,3.4808,3.4792,3.4821
514700,3.4808,3.4792,3.4821
514800,3.4808,3.4792,3.482
514900,3.4808,3.4792,3.482
515000,3.4808,3.4792,3.482
515100,3.4808,3.4792,3.482
515200,3.4808,3.4792,3.4821
515300,3.4808,3.4792,3.4821
515400,3.4808,3.4792,3.4821
515500,3.4808,3.4792,3.482
515600,3.4808,3.4793,3.482
515700,3.4808,3.4793,3.4819
515800,3.4808,3.4794,3.482
515900,3.4808,3.4793,3.4819
516000,3.4808,3.4792,3.4819
516100,3.4808,3.4793,3.482
516200,3.4808,3.4792,3.482
516300,3.4808,3.4791,3.482
516400,3.4808,3.4792,3.482
516500,3.4808,3.4793,3.4819
516600,3.4808,3.4793,3.4819
516700,3.4808,3.4793,3.4819
516800,3.4808,3.4793,3.4819
516900,3.4808,3.4793,3.4819
517000,3.4808,3.4792,3.482
517100,3.4808,3.4792,3.482
517200,3.4808,3.4792,3.482
517300,3.4808,3.4792,3.482
517400,3.4808,3.4792,3.482
517500,3.4808,3.4793,3.4821
517600,3.4808,3.4793,3.482
517700,3.4808,3.4794,3.482
517800,3.4808,3.4794,3.4821
517900,3.4808,3.4794,3.482
518000,3.4808,3.4794,3.482
518100,3.4808,3.4794,3.482
518200,3.4808,3.4794,3.4821
518300,3.4808,3.4794,3.4821
518400,3.4808,3.4794,3.482
518500,3.4808,3.4794,3.482
518600,3.4808,3.4795,3.482
518700,3.4808,3.4795,3.482
518800,3.4808,3.4795,3.4821
518900,3.4808,3.4795,3.4821
519000,3.4808,3.4795,3.4821
519100,3.4808,3.4795,3.4821
519200,3.4808,3.4795,3.4821
519300,3.4808,3.4795,3.4821
519400,3.4808,3.4795,3.482
519500,3.4808,3.4795,3.482
519600,3.4808,3.4795,3.482
519700,3.4808,3.4796,3.482
519800,3.4808,3.4796,3.482
519900,3.4808,3.4796,3.482
520000,3.4808,3.4797,3.4819
520100,3.4808,3.4798,3.482
520200,3.4808,3.4797,3.482
520300,3.4808,3.4797,3.482
520400,3.4808,3.4798,3.482
520500,3.4808,3.4797,3.482
520600,3.4808,3.4797,3.4819
520700,3.4808,3.4797,3.482
520800,3.4808,3.4797,3.4819
520900,3.4808,3.4797,3.4819
521000,3.4809,3.4797,3.482
521100,3.4808,3.4798,3.482
521200,3.4808,3.4798,3.4821
521300,3.4809,3.4798,3.4821
521400,3.4808,3.4798,3.4821
521500,3.4808,3.4798,3.4822
521600,3.4808,3.4799,3.4822
521700,3.4808,3.4799,3.4822
521800,3.4808,3.4799,3.4822
521900,3.4808,3.4799,3.4821
522000,3.4808,3.4799,3.4821
522100,3.4808,3.4799,3.4821
522200,3.4808,3.4799,3.4821
522300,3.4808,3.4799,3.4821
522400,3.4808,3.48,3.4821
522500,3.4808,3.4799,3.4821
522600,3.4808,3.4799,3.4821
522700,3.4808,3.48,3.4821
522800,3.4808,3.48,3.4821
522900,3.4808,3.48,3.482
523000,3.4808,3.48,3.482
523100,3.4809,3.48,3.482
523200,3.4809,3.48,3.4819
523300,3.4809,3.48,3.482
523400,3.4809,3.48,3.4819
523500,3.4809,3.48,3.4818
523600,3.4809,3.48,3.4819
523700,3.4809,3.48,3.4819
523800,3.4809,3.48,3.4819
523900,3.4809,3.48,3.4819
524000,3.4809,3.4801,3.4819
524100,3.4809,3.4801,3.4818
524200,3.4809,3.4801,3.4819
524300,3.4809,3.48,3.4818
524400,3.4809,3.48,3.4819
524500,3.4809,3.48,3.4819
524600,3.4809,3.48,3.4819
524700,3.4809,3.48,3.4818
524800,3.4809,3.48,3.4819
524900,3.4809,3.4801,3.4821
525000,3.4809,3.48,3.4821
525100,3.4809,3.48,3.482
525200,3.4809,3.48,3.4819
525300,3.4809,3.48,3.4819
525400,3.4809,3.48,3.4819
525500,3.4809,3.4801,3.4819
525600,3.4809,3.4801,3.4819
525700,3.4809,3.4801,3.4819
525800,3.4809,3.4801,3.4818
525900,3.4809,3.48,3.4818
526000,3.4809,3.48,3.4818
526100,3.4809,3.4801,3.4818
526200,3.4809,3.4801,3.4819
526300,3.4809,3.4801,3.4819
526400,3.4809,3.4801,3.4819
526500,3.4809,3.48,3.4819
526600,3.4809,3.48,3.4819
526700,3.4809,3.48,3.4818
526800,3.4809,3.48,3.4818
526900,3.4809,3.48,3.4818
527000,3.4809,3.4799,3.4818
527100,3.4809,3.48,3.4818
527200,3.4809,3.48,3.4817
527300,3.4809,3.48,3.4817
527400,3.4809,3.4799,3.4817
527500,3.4809,3.4799,3.4818
527600,3.4809,3.48,3.4817
527700,3.4809,3.48,3.4818
527800,3.4809,3.4801,3.4818
527900,3.4809,3.4801,3.4817
528000,3.4809,3.4801,3.4817
528100,3.4809,3.48,3.4817
528200,3.4809,3.4801,3.4817
528300,3.4809,3.4801,3.4817
528400,3.4809,3.4802,3.4818
528500,3.4809,3.4801,3.4817
528600,3.4809,3.4801,3.4817
528700,3.4809,3.4801,3.4817
528800,3.4809,3.4801,3.4817
528900,3.4809,3.4801,3.4818
529000,3.4809,3.4801,3.4817
529100,3.4809,3.4801,3.4817
529200,3.4809,3.4802,3.4817
529300,3.4809,3.4801,3.4817
529400,3.4809,3.4802,3.4817
529500,3.4809,3.4801,3.4817
529600,3.4809,3.4801,3.4816
529700,3.4809,3.4802,3.4817
529800,3.4809,3.4802,3.4816
529900,3.4809,3.4802,3.4816
530000,3.4809,3.4802,3.4816
530100,3.4809,3.4802,3.4816
530200,3.4809,3.4802,3.4816
530300,3.4809,3.4802,3.4816
530400,3.4809,3.4802,3.4816
530500,3.4809,3.4803,3.4816
530600,3.4809,3.4803,3.4816
530700,3.4809,3.4803,3.4817
530800,3.4809,3.4804,3.4817
530900,3.4809,3.4803,3.4816
531000,3.4809,3.4803,3.4816
531100,3.4809,3.4803,3.4816
531200,3.4809,3.4804,3.4816
531300,3.4809,3.4804,3.4815
531400,3.4809,3.4804,3.4816
531500,3.4809,3.4803,3.4816
531600,3.4809,3.4804,3.4816
531700,3.4809,3.4804,3.4817
531800,3.4809,3.4804,3.4817
531900,3.4809,3.4803,3.4817
532000,3.4809,3.4803,3.4816
532100,3.4809,3.4803,3.4816
532200,3.4809,3.4803,3.4816
532300,3.4809,3.4804,3.4816
532400,3.4809,3.4803,3.4815
532500,3.4809,3.4803,3.4815
532600,3.4809,3.4804,3.4816
532700,3.4809,3.4804,3.4816
532800,3.4809,3.4804,3.4815
532900,3.4809,3.4804,3.4814
533000,3.4809,3.4804,3.4815
533100,3.4809,3.4804,3.4815
533200,3.4809,3.4805,3.4815
533300,3.4809,3.4805,3.4814
533400,3.4809,3.4805,3.4815
533500,3.4809,3.4804,3.4814
533600,3.4809,3.4805,3.4814
533700,3.4809,3.4805,3.4814
533800,3.4809,3.4805,3.4815
533900,3.4809,3.4805,3.4815
534000,3.4809,3.4805,3.4814
534100,3.4809,3.4805,3.4814
534200,3.4809,3.4805,3.4814
534300,3.4809,3.4805,3.4814
534400,3.4809,3.4806,3.4814
534500,3.4809,3.4805,3.4814
534600,3.4809,3.4806,3.4814
534700,3.4809,3.4806,3.4814
534800,3.4809,3.4806,3.4814
534900,3.4809,3.4806,3.4813
535000,3.4809,3.4806,3.4813
535100,3.4809,3.4806,3.4813
535200,3.481,3.4807,3.4813
535300,3.481,3.4807,3.4812
535400,3.4809,3.4806,3.4813
535500,3.4809,3.4807,3.4812
535600,3.4809,3.4806,3.4812
535700,3.4809,3.4807,3.4812
535800,3.4809,3.4808,3.4812
535900,3.4809,3.4807,3.4811
536000,3.4809,3.4808,3.4812
536100,3.481,3.4808,3.4811
536200,3.4809,3.4808,3.4811
536300,3.481,3.4808,3.4811
536400,3.481,3.4808,3.4811
536500,3.481,3.4809,3.481
536573,3.481,3.481,3.481
