numsampled,0.97,lci,hci
71100,1227.91,1197,1255
71200,1228.49,1197,1256
71300,1229.13,1197,1257
71400,1229.68,1198,1258
71500,1230.29,1198,1258
71600,1230.91,1199,1259
71700,1231.53,1199,1259
71800,1232.23,1200,1259
71900,1232.82,1200,1259
72000,1233.45,1201,1260
72100,1234,1202,1261
72200,1234.57,1203,1262
72300,1235.2,1203,1262
72400,1235.94,1203,1263
72500,1236.54,1203,1265
72600,1237.24,1203,1267
72700,1237.84,1205,1267
72800,1238.46,1205,1267
72900,1239.2,1206,1269
73000,1239.8,1206,1269
73100,1240.41,1206,1269
73200,1241.08,1208,1269
73300,1241.87,1209,1270
73400,1242.59,1211,1271
73500,1243.21,1212,1271
73600,1243.72,1213,1271
73700,1244.4,1215,1272
73800,1244.97,1215,1273
73900,1245.69,1215,1274
74000,1246.41,1215,1275
74100,1247.07,1216,1275
74200,1247.9,1217,1276
74300,1248.65,1217,1277
74400,1249.26,1217,1277
74500,1249.86,1218,1278
74600,1250.48,1219,1278
74700,1251.16,1220,1278
74800,1251.76,1222,1278
74900,1252.37,1222,1279
75000,1253.01,1222,1279
75100,1253.71,1223,1280
75200,1254.38,1223,1281
75300,1255.08,1223,1281
75400,1255.62,1223,1281
75500,1256.23,1225,1282
75600,1256.87,1225,1283
75700,1257.44,1225,1283
75800,1258.05,1227,1283
75900,1258.71,1228,1285
76000,1259.3,1228,1285
76100,1259.84,1228,1287
76200,1260.49,1230,1289
76300,1261.17,1231,1291
76400,1261.81,1232,1291
76500,1262.41,1232,1291
76600,1263.02,1234,1291
76700,1263.47,1235,1291
76800,1264.1,1235,1292
76900,1264.72,1235,1292
77000,1265.26,1235,1292
77100,1265.95,1235,1293
77200,1266.53,1235,1294
77300,1267.08,1235,1294
77400,1267.59,1235,1294
77500,1268.16,1235,1295
77600,1268.85,1236,1296
77700,1269.52,1236,1297
77800,1270.13,1237,1298
77900,1270.72,1238,1298
78000,1271.3,1238,1299
78100,1272,1239,1300
78200,1272.73,1239,1301
78300,1273.39,1240,1302
78400,1274.02,1240,1302
78500,1274.57,1240,1303
78600,1275.14,1241,1304
78700,1275.64,1243,1304
78800,1276.43,1245,1304
78900,1277.12,1245,1304
79000,1277.72,1246,1305
79100,1278.42,1248,1305
79200,1279.13,1249,1306
79300,1279.78,1250,1307
79400,1280.27,1250,1307
79500,1280.99,1250,1308
79600,1281.54,1250,1309
79700,1282.07,1250,1309
79800,1282.75,1252,1309
79900,1283.27,1252,1310
80000,1283.86,1253,1311
80100,1284.55,1253,1313
80200,1285.13,1253,1314
80300,1285.68,1254,1315
80400,1286.29,1254,1316
80500,1286.78,1254,1316
80600,1287.41,1254,1316
80700,1287.9,1255,1317
80800,1288.45,1257,1317
80900,1288.98,1257,1318
81000,1289.55,1258,1318
81100,1290.12,1259,1318
81200,1290.73,1260,1319
81300,1291.37,1261,1319
81400,1291.97,1261,1320
81500,1292.47,1261,1320
81600,1292.95,1263,1320
81700,1293.5,1263,1320
81800,1294.04,1263,1322
